listing_id,id,date,reviewer_id,reviewer_name,comments
109,449036,2011-08-15,927861,Edwin,The host canceled my reservation the day before arrival.
109,74506539,2016-05-15,22509885,Jenn,"Me and two friends stayed for four and a half months. It was a great place to stay! The apartment was very comfortable and I really enjoyed having the park with running path across the street. The only downside was it wasn't within walking distance to restaurants, bars, or coffee shops. But they are a short drive away. Overall, great stay!"
2708,13994902,2014-06-09,10905424,Kuberan,i had a wonderful stay. Everything from start to the end was perfect.<br/><br/>Will come back again.
183319,988343,2012-03-11,1219947,Gabriella,"very nice and cozy apartment, well located in Venice Beach. I had a great experience!"
183319,184002210,2017-08-18,70046039,Yan,We loved the experience. The location couldn't have been better. The accommodation is spacious and comfortable. Will definitely come back again!
183319,417033350,2019-02-25,20536088,Rui,"Barbara's place is located right next to the famous Venice Boardwalk, it's literally less a minute away.<br/><br/>The house is spacious and we had a great time there."
184314,502940,2011-09-05,899455,Julie,"Absolutely loved it, Ashley's place is amazing! Definitely made my stay in LA incredibly comfortable and relaxing I wont hesitate to check for availability any time I travel to the west coast."
184314,845777,2012-01-06,111921,Conrad,"Super peaceful place a block from the beach, with quality linens, warm decor, and good karma."
184314,1057730,2012-03-29,1627372,Lacy,"My mom was looking for a place to relax by the beach within walking distance to coffee, food, shops, and of course the glorious ocean;) This place is amazing!!! Perfect location and so warm and cozy!!! Andrea was so helpful and always got back to me right away!! My mom absolutely loved it!!! We are ready to plan her next trip!! Thanks for everything!! Xoxo"
184314,1898293,2012-08-06,2057732,Eleanor,I had such an amazing time. The place is clean and tidy and it really felt like a home away from home. I was always able to get in touch with the host and my moving-in and out transitions were incredibly smooth. I can't wait to go back next month!
184314,1939188,2012-08-10,2445802,Jenna,"Andrea's apartment is in the most perfect location in Venice Beach.  It is a 2 minute walk to the most beautiful beach and a 5 minute walk to lots of bars and restaurants.
<br/>
<br/>Her apartment was clean, very spacious and beautiful.  Check in was so easy.
<br/>
<br/>We will definately be back as soon as we can can.
<br/>
<br/>Thank you so much!!"
184314,1985088,2012-08-14,2969873,Shanti,"Andreas' home was sweet. Great location! It felt safe and had a good feeling. You can walk to the beach and main area. There was one issue with parking due to a dark street and an obscured parking sign which gave me a big parking ticket. But Andrea said for future people she will let them know about parking (for those of us country folk who live n places where parking is never an issue, it's good info to have!). Andrea was very sweet and I definitely recommend her place."
2708,14606598,2014-06-23,2247288,Camilla,"Charles is just amazing and he made my stay special. He is so nice, helpful and absolutely polite. Charles is always there when you need some advice or help and totally respects your privacy too. I could concentrate on my work while Charles was doing his work - also absolutely quiet. The apartment is perfectly tidy, very clean, with tasty furniture and beautiful details. My bedroom even had a desk in it. Also, the apartment is located in a perfect area, most sightseeing spots are in walking distance and there are some very nice restaurants around as well. I highly recommend this place!"
184314,2013305,2012-08-17,2980150,Deborah,"Positive:The Apartment looks exactly as in the pictures at the time of my booking. The area looked safe. The building has a key/locked gate/door that was always locked which is good (you'll get a key). There was no noise from neighbors at night and I'm a light sleeper! The bed was very comfortable. Great books to read next to bed! You can walk to the beach or Starbucks. Location was great. 
<br/>
<br/>The only negative is the apt could be cleaned a little better. 
<br/>Andrea responded to all my messages. I recommend it."
184314,2077009,2012-08-23,2347429,Paul,"Had an incredible stay at Ashley's beach pad.  Cozy, relaxing, and 1 block from the beach!  Ashley was very accommodating and helpful with helping me get settled and made sure I had everything I needed.  Highly recommended!!  One thing to note is that if you rent a car, parking can tend to get very difficult around the area on weekends.  Other than that, it proved to be the perfect getaway pad for me."
184314,2426038,2012-09-27,2057732,Eleanor,Another great stay! An ideal home for holiday and relaxing or if like me - to work from. The house is fully equipped and there is never any stress moving in or out. The apartment is just a couple of blocks away from fun bars and is right on the beach - I already miss doing my morning run everyday.  The only trouble is parking because everyone wants to be there!
184314,2983241,2012-11-27,3083786,Toby,"Great place to stay right by the beach, great energy in the apartment and easy access to all kinds of good stuff."
184314,3590546,2013-02-19,3805507,Kim & Ian,"We had a phenomenal trip to LA, thanks in no-small-part to Ashley's beautiful apartment. Ashley's place is beautifully decorated, clean and ideally located literally a block from the beach. Would definitely stay here again and will recommend it to friends. Thanks again, Ashley!"
184314,5607115,2013-07-08,6550377,Heike,It was a very pleasant stay and it's really a great location! A 2 Minutes walk only to the beach and 5 Minutes to many restaurants at Venice Beach. We rented bycicles and had a lot of fun. Andrea has a very comfortable bed and we slept very well in her bungalow.
184314,6229336,2013-08-04,7612018,Vicki,"Great location, clearly a home that includes a lot of love. Inspiring yoga lifestyle. Comfy bed, slept incredibly well. Wi-Fi worked brilliantly! Question about cleanliness which she offered to fix immediately."
51307,181228,2011-02-12,268109,David,"The place is as advertised--quaint and clean in a wonderful neighborhood, one of the few true walking neighborhoods in LA with fabulous restaurants on Los Feliz and Glendale Boulevards steps away. The full bed is a squeeze if you need a lot of room to stretch out but great for a romantic weekend.  David, the owner, was available, easy to work with, and very conscientious.  Would definitely go back."
51307,187539,2011-02-23,228580,India,"David was a wonderful host.  Incredibly helpful and a fountain of knowledge.  The appt was super homely, with all the kitchen equipment you could need.  A comfy bed and a hot shower.  I felt very 'at home' almost immediately.  It has a sunny little yard and a balcony too.  I would definately stay here again.  The only downsides are the lack of WiFi (but that makes you hang out more in nice cafes...Kaldi Coffee is a nice place with good music and cool staff) and the fact that I didn't get chance to have a coffee and a natter with David as he seemed so kind and interesting."
2708,39597339,2015-07-25,27974696,Fallon,Staying with Chas was an absolute pleasure. He was very accommodating and respectful of personal space. He is truly a nice person. He was very helpful and I am grateful that he opened up his home to me. I am glad to have met him.
2708,61157407,2016-02-01,33226412,Haroon,"Charles is a most wonderful host. I enjoyed my stay, the bed is comfortable, and the apartment is well appointed and always clean. Thanks Charles for a fantastic Airbnb experience."
51307,206866,2011-03-22,438795,Kate,"We had a great stay.  The guest house was a little bigger than we imagined with a little dining room, living room, and kitchen.  There is a back yard area with picnic table that is fairly secluded.  The bathroom has a proper tub.  This place is definitely cozy--you'll be sleeping on a double bed which means you'll be sleeping close if you're a couple.  The neighborhood is really nice, my bf was visiting from out of town and he walked to the bakery, grocery, bar etc when I was working late and had the car.  I even looked into a longer sublet I liked this place so much, but alas the dates did not work out.  Definitely recommended, especially after seeing the hotel a friend of ours was staying in that same weekend!"
51307,218685,2011-04-05,306787,Marie & Peter,My husband & I enjoyed a wonderful Birthday weekend at David's beautiful house which is situated in a lovely neighborhood very convenient to Griffith Park and Atwater Village - walk everywhere! His house is very well appointed - clean and comfortable. We didn't cook but could have as everything needed was there.
51307,236499,2011-04-23,176658,Rami,"Very nice, quiet, cozy and totally charming! I would love to stay there again."
184314,10658964,2014-03-02,11188417,Stephanie,The tranquil yoga beach bungalow was the perfect remedy for me this year.  Getting out of the East Coast during one of the worst winters to a spiritual retreat I couldn’t ask for anything more!  The living room was spacious and the bedroom was calm and soothing. I enjoyed spending time outdoors on the garden like balcony with the sounds of the soothing wind chimes on a beautiful sunny California day.  Everywhere I turned there was something new and exciting to look at especially the inspirational quotes that made each day brighter than the next.  Its owner was one of kindest and most easy-going people that made my stay wanting me to come back sooner rather than later!
184314,11580832,2014-04-08,8102435,Sascha,"Amazing Andrea - Amazing apartment.  INCREDIBLE location - we love Marina del Rey.  Starting with Andrea - who was incredibly warm and kind and helpful (only wish she'd been in town so we could have got to know her better!) - everyone was so friendly in the neighbourhood - the apartment is incredibly spacious with a wonderful feel to it and it's two blocks from the beach.  What more could you ask for?  Highly recommended.  
<br/>Feel free to contact me if you have an questions - we stayed for 5 weeks so we know the apartment and area well.  Other boring but maybe helpful things - the kitchen is fully equipped, the couch large and comfy, a very big dinning table, balcony with grill (which we stupidly didn't use!) and the bedroom is enormous.  Laundry facilities are in the same block - less than a one min walk from the apartment.  Even the apartment building has a wonderful, flower and tree strewn centre - just gorgeous!"
184314,19474187,2014-09-13,4812476,Misha,"Andrea was an amazing host, very helpful and provided all necessary information upfront. The apartment is in such a great location for our month long stay in LA while getting acquainted with the local area. 
<br/>The kitchen has everything you would need and the apartment is a decent size for a one bedroom. We would definitely return!"
184314,38899055,2015-07-19,15867286,Nanci,"Ashley is an amazing hostess. Her instructions for entry were easy to follow and the apartment is exactly as it looks in the photos. It is an incredible space, full of light and only a few steps away from the loveliest stretch of beach I've ever seen. Each night I watched the sunset and every day woke up to smell of fresh ocean air. The apartment is very quiet and peaceful, perfect for writing my first book! I will definitely be back. The neighborhood is a hidden gem among the Venice Beach craziness. It is close to everything and yet away from the hustle and bustle too. You get to choose!"
184314,40963480,2015-08-03,15867286,Nanci,"Wow, my stay at Ashley's was so amazing, I extended my trip. Her place was a sanctuary for me. Walking to the sand and watching the sunset became my nightly ritual. The apartment is open, light, and ideally located. I wish I could have stayed longer. The neighborhood is very safe and in no time I felt like a local. I only put 70 miles on my car during my stay since I walked everywhere. It was an incredible delight and treat to call her place ""home."""
184314,43069922,2015-08-17,37092119,Jonathan,"Andrea was a wonderful host and a lovely person. The apartment description was accurate; ie: warm and cozy and in a fantastic location. Minutes walk to Venice Beach and the best cafes, restaurants and bars, while Santa Monica just a short drive away.  I couldn't have imagined a better place to stay while in LA."
184314,58069021,2015-12-31,1099146,Amelia,"The apt is very comfortable - in every sense of the word, has all the details you'd need for a short or long stay and is perfectly located along the beach. I watched the sunrise and set daily, walked to shops and cafes w ease. I will most defiantly return and always keep very fond memories of my time at this sanctuary."
184314,58969206,2016-01-05,2601314,Chrissy,"Andrea was an absolutely wonderful host.  Her place was stylish, peaceful, and a great spot to stay during my business trip.  The location is amazing--just a block from the beach.  I watched the sunset every night I was there."
184314,64749344,2016-03-07,1233496,Trinity,The host canceled this reservation 3 days before arrival. This is an automated posting.
184314,68180253,2016-04-02,11522257,Felix,great place! I loved it. thanks Andrea!
184314,78519486,2016-06-07,1494679,Geoffrey,"Great experience, I would book this place again!"
184314,81179145,2016-06-21,12742881,Yassi Jasmine,"Andrea's apartment is so relaxing and in the perfect location! I love that it's so close to the beach and all the shops/restaurants, and that there's private parking. Her apartment is beautifully decorated and made me feel like I was home. Andrea also made checkin and checkout very easy. I had a wonderful stay and hope to be back again."
184314,84208077,2016-07-06,17809236,Kathi,"I was never able to access the apartment.  I had the address which was different on the building, and didn't have a unit number.  I tried to contact owner and sent message, but never heard back.  Had to go to hotel."
184314,91376915,2016-08-05,4327320,Theresa,"Andrea's apartment is very comfortable and perfectly located, only steps from one of the nicest beaches in LA. Although I never met Andrea, check-in was easy and she responded quickly to all of my questions. I hope to be back soon!"
184314,93860886,2016-08-14,14325807,Al,"The apartment is fantastic. Great location, very clean and a lot more secure than other places I've stayed locally!"
184314,108642992,2016-10-16,4327320,Theresa,Second time staying here – and it was as comfortable and relaxing as the first! Hope to be back soon.
184314,220858664,2017-12-24,21465119,Alex,The host canceled this reservation 5 days before arrival. This is an automated posting.
2708,66196280,2016-03-20,23408691,Massimo Litterio,Chas is a really good host. He gives me a lot of good advice during my stay. Always trying to make my stay as much comfortable as possible.
2708,222420570,2017-12-29,155985882,Manami,ﾎｽﾄはとても親切で英語の発音の仕方など丁寧に教えてくれた。<br/><br/>部屋はﾘﾋﾞﾝｸﾞを板で仕切っているのであまりﾌﾟﾗｲﾊﾞｼｰが守られていない。<br/>朝になると電話の音やｷｯﾁﾝの音や話し声がそのまま聞こえる。<br/><br/>ﾊﾘｳｯﾄﾞの中心地から歩いて15分程なのでﾛｹｰｼｮﾝは最高はとても便利。<br/>ｽｰﾊﾟｰやその他ｼｮｯﾌﾟ､ﾊﾞｽ停も徒歩5分以内。
2708,225209928,2018-01-05,6840784,Diego,"Chas house feels like home, it is clean, it has bright energy, it’s mystical, it’s fabulous. Charles is a very hospitable man, kind and soft hearted, he made me feel well looked after and confortable. Thank you for your time, I learned about myself."
2708,227042674,2018-01-13,162469426,Hanbin,"1. Clean 2. Host is very friendly 3. Reasonable price 4. Good location 5.Very comfortable to use buses and subways 6. Much better than pictures 7. With sauna, swimming pool, gym, laundry room<br/>I recommend this room! It was much better than a hotel. :)"
185536,425064,2011-08-06,869003,Shweta,Laura was a great host! She was very kind and generous. I was on the standby list and she offered me her place. And not only that- she was kind enough to offer me a ride too. Thanks Laura! Had nice time staying with you :)
185536,13824444,2014-06-05,14754949,Liyi,"This is my first time to booking a room in AIRBNB, it's really big surprise!  Laura is a sooooo nice and great host, I really could not find any other sweet word to describe the time I spend in her home.  She pick me up in Airport, invite me join her family dinner, share her real life with me and give me lots of help to adapt my new life here,  just highly recommended to choose Laura's home and you will have chance to experience a kind of real America life here."
185536,16966075,2014-08-04,18881462,Ericka,"This was my first experience with airbnb and my first time in LA. Laura made it wonderful. She took time to show me around the city and also made me feel extremely welcomed in her home. It was like staying with an old friend. The next time I travel I will use airbnb and if I come back to LA,  I will definitely try to stay with Laura."
185536,20441605,2014-09-29,2064693,Ana Maria,"My first experience with Airbnb was (Website hidden by Airbnb)  host, Laura made me feel most welcome. It was like staying with an old friend. Thank you! :)"
185536,191475611,2017-09-07,40615199,Yining,"Laura is a super nice host! She was very clear about house rules and frequently checked in with me to make sure everything goes well. She also offered to drive me to laundry every time. The red room was cozy with a big bed. It can get a little hot during the day in the summer, and Laura gave me a fan. I also had a personal fridge (surprise!). The location is close to the airport and grocery stores are within walking distance. There is a little too much stuff around the house, but overall it was a great stay! Thanks Laura!"
185536,236590214,2018-02-19,3429907,Ella,I had a great stay at Lauras. It suited me perfect for this occasion. It's a home full of stuff from Lauras various trips around the world.
185536,244855678,2018-03-19,171196528,Caitlin,"Laura is an incredibly hospitable, kind, helpful, earth mother mermaid. I felt more than welcome and comfortable my whole stay with her and the other ladies at the house. It’s a very peaceful and serene household. Her two pups are very friendly and sweet. The surrounding neighborhood is quiet but has some shops and restaurants within walking distance and it’s only a 15 min drive to Venice Beach! The room I stayed in is very artsy and warm, nice big comfy bed and also equipped with a mini fridge, I really love it! Thanks Laura!"
185536,294224423,2018-07-21,178631062,Valentina,"I spent about 2 months at Laura's home and I had a great time!<br/>My room was big, clean, with a private fridge and wi-fi worked well; in addition, I am a smoker and, even if Laura is allergic, she was so kind to set a nice smoking area in the yard for me. <br/>The house is well located, in a very calm neighborhood, and close to a couple of bus stops, the grocery, the public library, several restaurants and the park. Only the laundry is a little far (maybe 15-20 minutes by walk), but Laura has always been happy to give me a ride!<br/>In fact, the best part of my stay was Laura! She is one of the kindest persons I have ever met: always ready to help me with everything, to fix any problem that could arise and to make my stay as comfortable as possible. She even brought me out for lunch during my birthday, a few days after my arrival!<br/>And, above all, I enjoyed our conversations: we were both very busy, but, when we had some time to spare, we had some very interesting talks about... everything! I think that her personality, plus her great experience as a traveler, make her so an openminded person that she could drive a conversation whatever the topic is!<br/>Summing up, I know I will come back in LA in a couple of years... and I really hope that on of Laura's rooms will be available for me!"
185536,316669552,2018-08-31,67379043,Alina,"I liked the area, very safe and quite. Dogs are awesome, Laura is very friendly and kind woman. Thank you for everything :)"
185536,354111609,2018-11-30,5051641,Monika,"I stayed at Laura’s house for two and a half months. Laura is a very warm and welcoming person; however, the accommodation situation was not exactly what I expected it to be with regard to the hygienic situation in the kitchen and the bathroom. <br/>The house is located in a nice, safe and calm residential area in the west of L.A. It is near to shops for all daily needs, near to LAX, to the beach and to Loyola Marymount University. There are busses running to Venice, Santa Monica and Downtown L.A. Laura is very welcoming and friendly. She often gave me a ride to nearby directions, such as the laundry and the airport, which is very helpful as it is sometimes a bit difficult to get around in L.A. without a car.<br/>Your room: The room is quite big, nicely decorated and there are enough shelves and chests of drawers to stow all your clothes and stuff. The bed is comfortable and there is also a desk for eating and working. You even have your own fridge in the room, which is very practical. <br/>The kitchen: You can use the kitchen at any time of the day and Laura provides a solid choice of kitchen devices and utensils for her guests. However, for me the hygienic situation in the kitchen was difficult. There is always a lot of stuff on the work surfaces like used plastic bags, dog food, groceries and vegetable waste waiting for compost. In the sink there is often a pile of dirty dishes waiting to be cleaned. I would have preferred a cleaner place for cooking.<br/>The bathroom: The bathroom is shared by three people, but I never had to wait for it to be free as everybody cared about not spending too much time there. Like in the kitchen, the hygienic situation in the bathroom was difficult for me. As Laura does not use the bathroom, she does not care about cleaning it. The guests are supposed to clean it, but there is no schedule. During my stay, I rarely saw another guest cleaning the bathroom and I ended up cleaning it myself.<br/>Given my experience, I would not choose to stay at the place for such a long time again. The accommodation might be good for a shorter stay, but especially the hygienic conditions became difficult for me as I stayed longer. I am sorry to write this because Laura is a very nice person. However, I want to give an honest review for possible future guests so that they better know what to expect…"
185536,635562139,2020-07-06,339452635,Arya,"Cancelled reservation early because house was quite smelly and cluttered. <br/><br/>Laura was a kind host and accommodated my needs. She has lots of storage for your belongings and parking spots available.<br/><br/>However, I was not aware that the host would be sleeping on the couch and that her dogs would be living indoors. The pictures of the living room and kitchen are not up to date, as it is currently much more cluttered. She also keeps some of her belongings under the bed and in some of the drawers. The bedroom was not cleaned prior to arrival, but she has vacuum cleaners available to you.  <br/><br/>The house is very beautiful and in a prime location, however it must be cleaned thoroughly before I would recommend."
185536,713495683,2020-12-05,325039109,Daryl,"Laura is kind, thoughtful, and hospitable. The house is in a nice area, very quiet, close to amenities, and relatively close to the beach. I was comfortable during my 2-month stay and I would recommend others to stay here as well!"
185536,566003551605243289,2022-02-19,436519389,Renee,"Laura is a nice person, I enjoyed staying there for a month with her dogs. However, Laura has some strict rules regarding her house and they may not be for everyone. The room was nice and spacious enough."
51307,258179,2011-05-10,463955,Lynette,"David is a great host. The apartment was pretty much ideal for our needs as we could walk to relations house.
<br/>It had everything..
<br/>
<br/>Thanks David."
51307,276530,2011-05-23,318741,Elizabeth,This little apartment is very cute and well appointed. Everything you need is walking distance  and the endless hotel water in the place was a real treat. Highly recommended.
51307,290498,2011-05-31,155596,Patti,"David's place was great.   Clean, looked just like the pictures, easy check in & out.  Nice neighborhood, convenient, close to the freeway, Griffith Park. Would stay again.
<br/>"
51307,299895,2011-06-06,546417,Ken,Great location.  Great neighborhood.  Very relaxing!!
51307,310228,2011-06-12,649130,Irina,David was great! he responded to my request very quickly and he was very accomodating. the house was so wonderful!  we had a nice dinner outside in the backyard and everything we needed was already in the kitchen ;)  david had all kinds of useful info about the area and places we could tour around town. the area was quiet and parking was easy. i would for sure stay here again! this house is lovely and wonderful. would recommend a stay her for EVERYONE ;)
51307,315895,2011-06-15,547939,Therese,The Spanish Bungalow Guest House was a fabulous place to stay. It had everything we needed and more. Great location. David was very friendly and made us feel welcome immediately. Lots of great tips about the area - and a real gentleman -- noticed our Smart Car with canadian plates when we were on the highway approaching his place - and gave us the personal escort! Excellent experience with airbnb - will definitely continue to use the services provided through this site.
51307,346266,2011-07-01,691851,Fly,Cute place. David is a sweet person and the neighborhood is quiet clean and hip.
51307,355054,2011-07-05,681448,Janelle,David was a great host.. He was very nice and his place did not disappoint.. It looked just like the pictures!
51307,394788,2011-07-25,653529,Laura,"Cozy and cute bungalow in a nice, quiet neighborhood, accessible to lots of great LA spots. David is a great host. The house is small but adorable and has everything you need for a great stay."
51307,431961,2011-08-09,787606,Laura,"This is our first time using Airbnb. We had the best time! David's little bunglow is adorable and close to everything! The neighborhood is very nice and quiet. Even though we have family that live in LA and could stay somewhere for free, I would rather come back and stay here! It is the perfect little getaway. :)"
51307,441967,2011-08-13,603832,Michele,Really cute place; great location! David was really nice.
51307,491967,2011-09-01,422712,Joaquin,This place was perfect for a couple or just one person. I had the best time for two weeks. David was really helpful and gave us what we needed and answered all my questions. Great stay and great host
51307,520805,2011-09-11,705146,Kobi,"David is a very nice guy.
<br/>The apartment is very nice and clean
<br/>The location was excellent"
51307,536791,2011-09-16,1026604,Franziska,"Really nice house in a neighbourhoody part of LA! David was such a friendly, polite and helpful host! we say THANK YOU and do highly recommend!"
51307,549607,2011-09-20,795435,Megan,"My husband I visited LA for a few days and stayed at David's Bungalow; this was my first experience using AirNB.  David was an excellent communicator and very easy to email and reach by phone.  The Bungalow's location was ideal and the neighborhood a perfect option for those not wanting to stay downtown.  Parking our rental car was a breeze and we walked to neighborhood breakfast spots on the days we were there.  The Bungalow accommodations were between a hostel and hotel: not high comfort but, not minimal either."
51307,596523,2011-10-04,878167,Rolando,"David's guest house truly felt like a home away from home. It's charming, and nestled in a serene neighborhood. It's located in an incredibly convenient location, minutes from the 5, Los Feliz and Hollywood. 
<br/>
<br/>David does a great job of communicating and is very pleasant and helpful. Recommend a stay here to all."
51307,636301,2011-10-17,1101748,Charles,"Great place to stay in Atwater Village! Looks just like the pictures. You can walk to several places for coffee, drinks or food. Parking is ample. Quiet street, except for an occasional dog or two. Very close to Griffith park. Really enjoyed staying here. David was a very kind and accommodating host who will provide plenty of information."
51307,697429,2011-11-07,955942,Rebekah,"This was the perfect location for us, and a really great host! Thanks David, we had a blast :)"
51307,713741,2011-11-13,517356,Mike,"The Spanish Bungalow was a great value!  It has all the basic necessities to feel comfortable, including a very nice/modern kitchen area.  Being so close to the 5 was awesome as you feel like you can be anywhere in the city within 15 minutes.  It's also so nice to be near Griffith Park.  David was very accommodating -- coming out to meet me with the key at 11:30 pm due to my flight arriving so late in the evening was tremendous."
51307,757364,2011-12-01,183942,Jessica,We loved staying at David's little guest house. It's a quaint and cozy place!
51307,764825,2011-12-05,1129270,Sujata,"A lovely home and get-a-away.  David has sweetly appointed the space, and we felt very much at home.  A great, central location when in LA.  When we're back in town, we'll definitely plan to stay here again!"
2708,284617908,2018-07-01,93292025,Harjinder,Wow; Charles was a delight to meet a very warm and friendly man whom made me feel comfortable and at ease throughout my stay. Truly someone I will remember for his warmth and generosity. The apartment was homley and the location was perfect for anyone whom is looking for central proximity. I strongly recomend this place as your 1st choice.
2708,291375787,2018-07-15,183639942,Taylor,Chas. has a great space ! Loved how clean everything was and how available he was to help out with anything I needed!
2708,296879491,2018-07-26,37846734,John,"Chas is a great host, very friendly and welcoming (and informative!).  He keeps his place spotless and quiet, so this is a great location for people looking to relax or reset from a day out in Los Angeles.  The location is amazing and walkable to many stores and restaurants.  I especially enjoyed the in-building sauna and spa as a way to unwind at the end of the day.   In addition, the underground, secured parking is a great find (especially in the summer heat).  I'll definitely stay here next time I'm in the area."
2708,306500549,2018-08-12,48408491,Andrew,"Charles place is lovely and in a great location. Very central and close to things nearby. The small private gym and sauna are a great little touch I used a lot. The bed was big and really comfortable and Charles is an accommodating, friendly and informative host. Great find"
2708,319965969,2018-09-07,51146446,Stephanie,Charles's place is great! It is very clean and centrally located. He also goes out of his way to make sure that you enjoy your stay.
2708,358265929,2018-12-13,118296038,Aziz Ibrahim,"Charles place will not disappoint for a second, it has all necessities needed to have a comfortable stay. As a person that is sensitive to dust,  I really appreciated that the apartment is clean and has good ventilation. The location of the apartment is incredible you really are a split second from alot of happenings. I really enjoyed my stay and I hope to be back very soon. On top of the great apartment, Charles as a host is truly an unicorn. Very good at communication, understanding the needs of the guest and making sure the stay is comfortable. Truly an unique experience!"
2708,417933068,2019-02-28,153706631,Andrea,"Chas is an amazing host and I absolutely recommend his place. It's very clean, you have enough privacy and the location is great too, as there is everything like restaurants, grocery and metro station in walking distance. I had an awesome time there and really enjoyed my stay!"
2708,425630420,2019-03-18,13903098,Tami,"Chas. is an excellent host, and this is a great location and a great space. Chas. was very accommodating even when my flight was delayed, and he was always willing to go the extra mile to make sure that I was happy with everything about my stay. This is a great location even if you do not have a car, since public transportation is plentiful in this area and there are also a lot of restaurants and shops in easy walking distance, but Chas. also made it easy for me to park my car in his building. All in all, this was a great stay, and I highly recommend it."
2708,443320279,2019-04-25,228846650,Stefanie,"I had an amazing time at Charles place. He made me feel very welcome and comfortable. The location is amazing and you can find many shops and restaurants in walking distance. Charles is an incredibly kind, informative and helpful host. <br/>I will definitely stay here again the next time I am in LA!"
2708,448958815,2019-05-05,2126071,Kj,"Chas was very hospitable! I would stay here again. The Location was perfect, walking distance to everything I needed, and the bed was very comfortable. Everyone kept to themselves so it felt private and he was there if I needed anything. I recommend!!"
2708,452259654,2019-05-12,141434769,Matthew,"As you might have gleaned from the other reviews, Chas was amazing. A gracious and warm welcome was followed by a sparkling clean appartment. There was a mutual respect between everyone and there was a relaxing sense of silence and peace in the space."
2708,456137752,2019-05-20,249489563,Morgan,"I had a great time at Charles place, he is a great host in every possible way. The room (and the common areas)<br/>is cozy, nice and clean. The bed is very comfortable, there is a desk and plenty of space for storage should you need it.<br/>This place has everything you're likely to need on your travels, highly recommended!"
2708,501551096,2019-08-03,249142508,Steven,Great place and great location. Charles is very friendly and very accommodating.
2708,521262231,2019-08-31,32253750,Adrian,"Chas place is a gem, conveniently located to shops , grocery stores, night life entertainment and more. Easy to get around as everything is close by.   <br/>In addition his place is as described and even better; very serene, neat, and most especially comfortable. <br/>Chas is a warm and welcoming host , and ensures the place is always kept clean as much as possible.  Highly recommend to anyone visiting Los Angeles."
2708,576181646,2019-12-12,79475501,Jenny,"Wonderful hospitality, strongly recommend!"
